province,city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
Basilan,Hadji Muhtamad,Councilor,"Alih, Max Asmaluddin",Max,Liberal Party,1710
Basilan,Hadji Muhtamad,Councilor,"Ahmad, Ijil Bairulla",Jing,Lakas-Kampi,1727
Basilan,Hadji Muhtamad,Councilor,"Hasan, Singh Unaid",Singang,Liberal Party,1774
Basilan,Hadji Muhtamad,Councilor,"Hasim, Seymor Alpad",Imong,Nacionalista Party,1863
Basilan,Isabela City,Mayor,"Akbar, Cherrylyn Santos",Cherry,Lakas-Kampi,22996
Basilan,Isabela City,Vice-Mayor,"Ajibon, Abdulbaki Jahandal",Panther,PDP LABAN,14126
Basilan,Isabela City,Councilor,"Ladjagais, Mohammad Noore Hajilin",Nur,Lakas-Kampi,9544
Basilan,Isabela City,Councilor,"Ismael, Mashur Hussein",Joji,Lakas-Kampi,10753
Basilan,Isabela City,Councilor,"Rodriguez, James Abner Suson",Abner,Liberal Party,11042
Basilan,Isabela City,Councilor,"Guevara, Jacinto Santos",Toy,Lakas-Kampi,11337
Basilan,Isabela City,Councilor,"Casas, Jeromy Lim",Jay,Lakas-Kampi,11812
Basilan,Isabela City,Councilor,"Salomon, Bartolome Barquilla",Bart,Lakas-Kampi,11828
Basilan,Isabela City,Councilor,"Yu, Susan Bailon",Susan,Lakas-Kampi,12522
Basilan,Isabela City,Councilor,"Kunting, Javier Centi",Javs,Lakas-Kampi,13071
Basilan,Isabela City,Councilor,"Muarip, Moumar Lipai",Mhar,Independent,15707
Basilan,Isabela City,Councilor,"Alejo, Taib Abdulhamid",Max,Lakas-Kampi,16534
Basilan,Lamitan City,Mayor,"Furigay, Roderick Herrera",Oric,Laban ng Demokratikong Pilipino,19896
Basilan,Lamitan City,Vice-Mayor,"Eisma, Arleigh Wee",Arley,Liberal Party,19113
Basilan,Lamitan City,Councilor,"Ortega, Jaime Cuento",Jimmy,Independent,9159
Basilan,Lamitan City,Councilor,"San Juan, Clarito Blanca",Itoy,Laban ng Demokratikong Pilipino,9222
Basilan,Lamitan City,Councilor,"Puri, Joaquin , Jr. Perez",Boy,Laban ng Demokratikong Pilipino,9383
Basilan,Lamitan City,Councilor,"Ramos, Donel Miranda",Don,Independent,9717
Basilan,Lamitan City,Councilor,"Dalawis, Ajid Omar",Jing,Laban ng Demokratikong Pilipino,10117
Basilan,Lamitan City,Councilor,"Ramos, Tito Quijano",Toh,Nacionalista Party,11167
Basilan,Lamitan City,Councilor,"Mateo, Roy Macansantos",Roy,Independent,12874
Basilan,Lamitan City,Councilor,"Andong, Vistahan Malat",Jimmy,Laban ng Demokratikong Pilipino,13848
Basilan,Lamitan City,Councilor,"Flores, Jessica Eisma",Jeng,Nacionalista Party,14861
Basilan,Lamitan City,Councilor,"Furigay, Hegem Cabrera",Gem,Independent,18424
Basilan,Lantawan,Mayor,"Ismael, Rustam Muhtamad",Ruth,Lakas-Kampi,3872
Basilan,Lantawan,Vice-Mayor,"Jainal, Sahi Ladjatua",Madah,Independent,3715
Basilan,Lantawan,Councilor,"Ajijon, Abdulhamid Upao",Mid,Lakas-Kampi,2476
Basilan,Lantawan,Councilor,"Dansalan, Gamar Nul",Gams,Lakas-Kampi,2835
Basilan,Lantawan,Councilor,"Hadjirul, Anang Indanan",Anang,Independent,2951
Basilan,Lantawan,Councilor,"Hatibbon, Kasim Lepai",Sim,Lakas-Kampi,3234
Basilan,Lantawan,Councilor,"Aisal, Sahibad Miron",Ibad,Independent,3263
Basilan,Lantawan,Councilor,"Ismael, Hudairi Salajin",Irie,Lakas-Kampi,3294
Basilan,Lantawan,Councilor,"Manuel, Shehama Hussin",Sheng,Independent,3533
Basilan,Lantawan,Councilor,"Abdurasid, Kambra Jamarul",Kam,Lapiang Manggagawa,3871
Basilan,Maluso,Mayor,"Daud, Indanan Kasim",Dan,Liberal Party,4445
Basilan,Maluso,Vice-Mayor,"Aron, Omar Mohammad Sali",Oms,Nacionalista Party,4723
Basilan,Maluso,Councilor,"Tajul, Kasaral Orlan",Tajul,Independent,3049
Basilan,Maluso,Councilor,"Jalilula, Nurhusin Jamadin",Bobot,Liberal Party,3112
Basilan,Maluso,Councilor,"Muksan, Faizal Omar",King,Independent,3113
Basilan,Maluso,Councilor,"Irada, Abdulmajid Mahamil",Mhadz,Liberal Party,3201
Basilan,Maluso,Councilor,"Kuly, Delfin Basir",S-M,Lapiang ManggagawaWPP,3218
Basilan,Maluso,Councilor,"Ahmad, Fervan Cawanan",Andan,Liberal Party,3257
Basilan,Maluso,Councilor,"Sonny, Faisal Reyes",Fai,Liberal Party,3349
Basilan,Maluso,Councilor,"Basa, Zia Ulhaq Muhmin",Zia,Independent,4059
Basilan,Sumisip,Mayor,"Salliman-Hataman, Gulam Sabbihi",Boy,Liberal Party,8393
Basilan,Sumisip,Vice-Mayor,"Malun, Ibrahim Aspali",Nonie,Independent,6231
Basilan,Sumisip,Councilor,"Saratal, Saib Daggong",Said,Lakas-Kampi,4468
Basilan,Sumisip,Councilor,"Alamsahi, Ibno Ajanab",Anjo,Lakas-Kampi,4660
Basilan,Sumisip,Councilor,"Abduho, Hadji Jamil Ajirul",James,Independent,5036
Basilan,Sumisip,Councilor,"Alfaro, Abdurahman Hataman",Lannang,Independent,5192
Basilan,Sumisip,Councilor,"Ambil, Layla Musa",Lhea,Lakas-Kampi,5294
Basilan,Sumisip,Councilor,"Tahajid, Ibrahim Maram",Ibs,Lakas-Kampi,5466
Basilan,Sumisip,Councilor,"Jingkatal, Mison Dimang",Ahmad,Independent,6138
Basilan,Sumisip,Councilor,"Baruela, Wajer Hassim",Wadz,Independent,6472
Basilan,Tabuan-Lasa,Mayor,"Junaid, Muctar Yunos",Pusong,Lakas-Kampi,3642
Basilan,Tabuan-Lasa,Vice-Mayor,"Abdulgani, Abadia Menson",Bhadz,Lakas-Kampi,3166
Basilan,Tabuan-Lasa,Councilor,"Harun, Sajid Abdurahman",Jid,Lakas-Kampi,3563
Basilan,Tabuan-Lasa,Councilor,"Angkibo, Abdurasan Abtuh",Ras,Lakas-Kampi,3588
Basilan,Tabuan-Lasa,Councilor,"Hussain, Nuhi Omming",Nuh,Lakas-Kampi,3694
Basilan,Tabuan-Lasa,Councilor,"Amilhamja, Jihad Muallam",Jhi,Lakas-Kampi,3710
Basilan,Tabuan-Lasa,Councilor,"Abdulla, Ashier Muso",Asil,Lakas-Kampi,3785
Basilan,Tabuan-Lasa,Councilor,"Jakaria, Najer Puntukan",Jojo,Lakas-Kampi,4079
Basilan,Tipo-Tipo,Mayor,"Istarul, Ingatun-lukman Gumuntul",Tong,Lakas-Kampi,4112
Basilan,Tipo-Tipo,Vice-Mayor,"Maralil, Shuaib Babanggul",Harry,Lakas-Kampi,3953
Basilan,Tipo-Tipo,Councilor,"Bisita, Alasa Ahalal",Okeh,Independent,2366
Basilan,Tipo-Tipo,Councilor,"Abdulajid, Bensar Gapur",Ben,Nacionalista Party,2427
Basilan,Tipo-Tipo,Councilor,"Hayad, Haider Saliddin",Tuwan,Lakas-Kampi,2617
Basilan,Tipo-Tipo,Councilor,"Mahmud, Ismat Sahibil",Amay,Independent,2897
Basilan,Tipo-Tipo,Councilor,"Angeles, Altun Tadjalla",Baliyu,Independent,3204
Basilan,Tipo-Tipo,Councilor,"Ilahin- Junuban, Rikka Angahan",Ridz,Lakas-Kampi,3310
Basilan,Tipo-Tipo,Councilor,"Mande, Musiddik Ujuhum",Rih,Lakas-Kampi,3660
Basilan,Tipo-Tipo,Councilor,"Abduhrahman, Nurullaji Alpha",Nanak,Lakas-Kampi,4191
Basilan,Tuburan,Mayor,"Kallahal, Jhaber Sahasal",Jhabz,Nacionalista Party,2061
Basilan,Tuburan,Vice-Mayor,"Kallahal, Durie Sahasal",Uthaimin,Nacionalista Party,2752
Basilan,Tuburan,Councilor,"Abdurajak, Hasan Lunglek",Hji. Saud,Lakas-Kampi,1158
Basilan,Tuburan,Councilor,"Arajaa, Adam Salain",Dahmz,Lakas-Kampi,1225
Basilan,Tuburan,Councilor,"Bassah, Mudzni Nuruddin",Atain,Lakas-Kampi,1274
Basilan,Tuburan,Councilor,"Abubakar, Salim Pilanduk",Agina,Lapiang Manggagawa,1276
Basilan,Tuburan,Councilor,"Kasim, Abdulhabir Mahotoh",Habir,Nacionalista Party,1356
Basilan,Tuburan,Councilor,"Adam, Abdulla Hagoni",Abdu,Nacionalista Party,1379
Basilan,Tuburan,Councilor,"Keseng, Faija Alam",Injang,Nacionalista Party,1468
Basilan,Tuburan,Councilor,"Kallahal, Gima Gani",Hja. Mardiya,Independent,1935
Basilan,Ungkaya Pukan,Mayor,"Maturan, Jomar Malangkit",Jom,Nacionalista Party,3111
Basilan,Ungkaya Pukan,Vice-Mayor,"Majirul, Hamdie Taguni",Brad,Lakas-Kampi,2915
Basilan,Ungkaya Pukan,Councilor,"Iklaman, Edwin Janang",Samad,Nacionalista Party,2263
Basilan,Ungkaya Pukan,Councilor,"Nusalan, Khair Gasta",Abdulkhir,Nacionalista Party,2295
Basilan,Ungkaya Pukan,Councilor,"Pangamdas, Mokong Balosa",Moks,Nacionalista Party,2512
Basilan,Ungkaya Pukan,Councilor,"Sabdain, Johnny Amilon",Aturan,Nacionalista Party,2634
Basilan,Ungkaya Pukan,Councilor,"Maninggil, Jerry Sarail",Jer,Nacionalista Party,2710
Basilan,Ungkaya Pukan,Councilor,"Fernandez, Bibie Tagunie",Bing,Puwersa ng Masang Pilipino,2815
Basilan,Ungkaya Pukan,Councilor,"Barahim, Beles Tagunie",Eles,Puwersa ng Masang Pilipino,2815
Basilan,Ungkaya Pukan,Councilor,"Assadu, Ahmad Samputuh",Ahmaran,Nacionalista Party,2980
Lanao del Sur,Bacolod-Kalawi Bacol,Mayor,"Dipatuan, Diarangan Ringka",Jaffar,Lakas-Kampi,3701
Lanao del Sur,Bacolod-Kalawi Bacol,Vice-Mayor,"Ampuan, Abdullah Carnain-Alulong",Ping,Liberal Party,1489
Lanao del Sur,Bacolod-Kalawi Bacol,Councilor,"Sumbi, Mayaman Inguan",Maya,Lakas-Kampi,1647
Lanao del Sur,Bacolod-Kalawi Bacol,Councilor,"Datu, Pacs Daroyodun",Pacs,Independent,1702
Lanao del Sur,Bacolod-Kalawi Bacol,Councilor,"Tarosan, Habib Bali",Saripada,Lakas-Kampi,1798
Lanao del Sur,Bacolod-Kalawi Bacol,Councilor,"Abdulmanan, Sihabudden Ditucalan",Sihab,Lakas-Kampi,1993
Lanao del Sur,Bacolod-Kalawi Bacol,Councilor,"Daroyodun, Oding Malangkayan",Cabu,OP,2001
Lanao del Sur,Bacolod-Kalawi Bacol,Councilor,"Aloyod, Acasa Said",Ustadz,Lakas-Kampi,2038
Lanao del Sur,Bacolod-Kalawi Bacol,Councilor,"Acsaran, Magie Tarusan",Esmail,Lakas-Kampi,2077
Lanao del Sur,Bacolod-Kalawi Bacol,Councilor,"Amanoddin, Tamim Cali",Ibrahim,Lakas-Kampi,2349
Lanao del Sur,Balindong Watu,Mayor,"Bagul-Mangondato, Raysalam Mapupuno",Rai,Lakas-Kampi,5953
Lanao del Sur,Balindong Watu,Vice-Mayor,"Maba, Abdulrahman Bato Taralbi",Abusaif,Lakas-Kampi,4766
Lanao del Sur,Balindong Watu,Councilor,"Sarip, Hassanor Macarimpas",Ron Ron,Independent,4212
Lanao del Sur,Balindong Watu,Councilor,"Ayaon, Macaayong Mamocan",Ayo,Independent,4309
Lanao del Sur,Balindong Watu,Councilor,"Pasagi, Aldoabdulghani Macarambon",Aldo,Lakas-Kampi,4315
Lanao del Sur,Balindong Watu,Councilor,"Manalocon, Salahoden Mauna-Malik",Oden,Lakas-Kampi,4405
Lanao del Sur,Balindong Watu,Councilor,"Dimaporo Rashid, Junile Mimbala Didaagun Usman",Jun-Jun,Independent,4635
Lanao del Sur,Balindong Watu,Councilor,"Mamari, Mohammad Hanif Dalidig",Popoy,Lakas-Kampi,4818
Lanao del Sur,Balindong Watu,Councilor,"Camid, Muliloda Mulok",Hanil,Independent,5079
Lanao del Sur,Balindong Watu,Councilor,"Sarip, Hassanul-Bimbas Amanodin",Boyet,Lakas-Kampi,5804
Lanao del Sur,Binidayan,Mayor,"Datumulok, Abdullah Dimaporo",Colaw,Lakas-Kampi,2343
Lanao del Sur,Binidayan,Mayor,"Mulok, Alioden Ramos",Alio,Lakas-Kampi,1342
Lanao del Sur,Binidayan,Mayor,"Hadji Malik, Ashary Macapanton",Plah,Lakas-Kampi,1373
Lanao del Sur,Binidayan,Mayor,"Caris, Imam Abdulcarim",Abu,Liberal Party,1395
Lanao del Sur,Binidayan,Mayor,"Mohamadali, Nadjoma Mulok",Wiwie,Independent,1478
Lanao del Sur,Binidayan,Mayor,"Aragasi, Sirad Olama",Serad,Liberal Party,1536
Lanao del Sur,Binidayan,Mayor,"Tabua, Lapu Lapu Colalo",Lapu,Independent,1837
Lanao del Sur,Binidayan,Mayor,"Arabia, Mohammad Olama",Mocka,Liberal Party,1925
Lanao del Sur,Binidayan,Mayor,"Datumulok, Mohammad Cosary Benito",Cocoy,Lakas-Kampi,2083
Lanao del Sur,Bubong,Mayor,"Munder, Alfais Tocalo",Fais,Independent,4793
Lanao del Sur,Bubong,Vice-Mayor,"Macabalang, Olomodin Munder",Olo,Independent,3849
Lanao del Sur,Bubong,Councilor,"Maradang, Aida Raki-In",Aidz,Lakas-Kampi,4310
Lanao del Sur,Bubong,Councilor,"Alonto, Alcosain Gonzales",Alco,Lakas-Kampi,4566
Lanao del Sur,Bubong,Councilor,"Marabur, Casan Magoraba",Samporna,Lakas-Kampi,4570
Lanao del Sur,Bubong,Councilor,"Munder, Walid Baunto",Naim,Lakas-Kampi,4656
Lanao del Sur,Bubong,Councilor,"Diamla, Labi Tocalo",Bailabi,Independent,4740
Lanao del Sur,Bubong,Councilor,"Munder, Sowaib Baunto",Wabie,Independent,4838
Lanao del Sur,Bubong,Councilor,"Adapun, Acari Mohamad",Acsie,Independent,5146
Lanao del Sur,Bubong,Councilor,"Manua, Jamal Macaraya",Jam,Lakas-Kampi,5286
Lanao del Sur,Bumbaran,Mayor,"Manabilang, Mastura Cosain",Mas,Independent,4647
Lanao del Sur,Bumbaran,Vice-Mayor,"Manabilang, Jamal Eclar",James,Independent,4633
Lanao del Sur,Bumbaran,Councilor,"Abubacar, Hedaya Macarambon",Montiya,Independent,2545
Lanao del Sur,Bumbaran,Councilor,"Tali, Edris Mangorangca",Ed,Independent,2557
Lanao del Sur,Bumbaran,Councilor,"Disinon, Caironisah Pacasum",Cory,Independent,2596
Lanao del Sur,Bumbaran,Councilor,"Dimaocor, Sinab Melanio",Sinab,Independent,2612
Lanao del Sur,Bumbaran,Councilor,"Pado, Ismael Macaalin",Solier,Independent,2693
Lanao del Sur,Bumbaran,Councilor,"Abuso, Alexander Escalona",Sandy,Independent,2758
Lanao del Sur,Bumbaran,Councilor,"Pangcoga, Misug Guina",Jamil,Independent,2909
Lanao del Sur,Bumbaran,Councilor,"Dalig, Mia Sultan",Mia,Independent,4066
Lanao del Sur,Butig,Mayor,"Macadato, Ibrahim Mitoon",Komelek,Nationalista Party,3722
Lanao del Sur,Butig,Vice-Mayor,"Ander, Asgar Gunda",Aga,Lakas-Kampi,2759
Lanao del Sur,Butig,Councilor,"Diamaoden, Abuhalil Kiram",Abel,Independent,1912
Lanao del Sur,Butig,Councilor,"Esmail, Macakiling Pagonguan Pinagundo",Oic,Independent,1947
Lanao del Sur,Butig,Councilor,"Casimra, Bacarat Guimbayawan",Madmax,Lakas-Kampi,1960
Lanao del Sur,Butig,Councilor,"Mindalano, Amer Jr Diamaoden",Panondijun,Lakas-Kampi,2009
Lanao del Sur,Butig,Councilor,"Panginuma, Minsoari Macauyag",Minso,Lakas-Kampi,2018
Lanao del Sur,Butig,Councilor,"Caderan, Cairoden Usngan",Poctan,Lakas-Kampi,2380
Lanao del Sur,Butig,Councilor,"Bao, Nasroden Sinar",Nanding,Independent,2423
Lanao del Sur,Butig,Councilor,"Romato, Noronisa Gunda",Noro,Independent,2536
Lanao del Sur,Calanogas,Mayor,"Benito-Taha, Raquemah Aguam",Let-Let,Lakas-Kampi,2913
Lanao del Sur,Calanogas,Vice-Mayor,"Benito, Macapado Sr Marohom",Abdulgafor,Lakas-Kampi,2891
Lanao del Sur,Calanogas,Councilor,"Abdulcader, Bainora Laguindab",Baie,Lakas-Kampi,1464
Lanao del Sur,Calanogas,Councilor,"Balindong, Bubong Macarampat",Bong,Lakas-Kampi,1502
Lanao del Sur,Calanogas,Councilor,"Disimban, Bamer Macapodi",Jamal,Lakas-Kampi,1665
Lanao del Sur,Calanogas,Councilor,"Bascara, Abubacar Benito",Abe,Lakas-Kampi,1713
Lanao del Sur,Calanogas,Councilor,"Tambidan, Mindalano Mamaki",Minda,Lakas-Kampi,1816
Lanao del Sur,Calanogas,Councilor,"Dari, Macmod Maruhom",Mac,Lakas-Kampi,1829
Lanao del Sur,Calanogas,Councilor,"Benito, Casan Sarip",Sannyboy,Lakas-Kampi,2204
Lanao del Sur,Calanogas,Councilor,"Benito, Macapado, Jr Aguam",Macmac,Lakas-Kampi,2790
Lanao del Sur,Kapai,Mayor,"Mangurun, Aminollah Hadji Ali",Amino,Lakas-Kampi,1838
Lanao del Sur,Kapai,Vice-Mayor,"H Ali, Noraimah Ampal",Abc,Independent,1371
Lanao del Sur,Kapai,Councilor,"Calauto, Shahawe Lantong",Waway,Independent,804
Lanao del Sur,Kapai,Councilor,"Hadji Yusoph, Batie H Taha",Daud,Aksyon,806
Lanao del Sur,Kapai,Councilor,"Hadji Nasser, Abdul Mujib Dimangadap",Ogie,Independent,822
Lanao del Sur,Kapai,Councilor,"Lantong, Hattah Macapaar",Farouk,Independent,963
Lanao del Sur,Kapai,Councilor,"Palo, Saadoden Mangandog",Dodie,Lakas-Kampi,964
Lanao del Sur,Kapai,Councilor,"H Salal, Johary H Gafur",Dioka,Independent,981
Lanao del Sur,Kapai,Councilor,"Tomiara, Cairoding Ampal",Cair,Independent,1030
Lanao del Sur,Kapai,Councilor,"Eppie, Shainollah Pasagi",Puti,Aksyon,1156
Lanao del Sur,Kapatagan,Mayor,"Maglangit, Nhazruddin Bambang",Jun,Lakas-Kampi,7006
Lanao del Sur,Kapatagan,Vice-Mayor,"Bansil, Paisal Musama",Pai,Lakas-Kampi,7048
Lanao del Sur,Kapatagan,Councilor,"Bansil, Norain Ampaso",Oke,Independent,3341
Lanao del Sur,Kapatagan,Councilor,"Acbar, Moamar Balang",Mar,Independent,3535
Lanao del Sur,Kapatagan,Councilor,"Macabalang, Yasser Mesug",Ato,Independent,3781
Lanao del Sur,Kapatagan,Councilor,"Palawan, Nasef Bansil",Nash,Independent,3909
Lanao del Sur,Kapatagan,Councilor,"Kudarat, Bedis Malunsay  Maico",Beds,Independent,3983
Lanao del Sur,Kapatagan,Councilor,"Bansil, Sansarona Dima",Ona,Independent,4108
Lanao del Sur,Kapatagan,Councilor,"Bansil, Radzak Laolao",Radzak,Independent,4426
Lanao del Sur,Kapatagan,Councilor,"Bara, Oting Hadji  Rakman",Oting,Independent,4610
Lanao del Sur,Lumba-Bayabao Maguing,Mayor,"Dagalangit, Gambai Rasuman",Sultan,Independent,4475
Lanao del Sur,Lumba-Bayabao Maguing,Vice-Mayor,"Lamping, Minda Bato",Muslimah,Nationalista Party,3852
Lanao del Sur,Lumba-Bayabao Maguing,Councilor,"Dagalangit, King Abdul Azis Bantuas",Ike,Nationalista Party,2276
Lanao del Sur,Lumba-Bayabao Maguing,Councilor,"Bansao, Abdul Azis Benaning",Azis,Independent,2387
Lanao del Sur,Lumba-Bayabao Maguing,Councilor,"Macasundig, Abdul Jabbar Macud",Tammy,Nationalista Party,2457
Lanao del Sur,Lumba-Bayabao Maguing,Councilor,"Mauna, Sahara Imam",Sanah,Independent,2628
Lanao del Sur,Lumba-Bayabao Maguing,Councilor,"Macud, Haron Lamping",Andro,Nationalista Party,2696
Lanao del Sur,Lumba-Bayabao Maguing,Councilor,"Dipatuan, Sanapia Dianaton",Apie,Independent,2793
Lanao del Sur,Lumba-Bayabao Maguing,Councilor,"Mala, Isnaleah Macala",Lally,Independent,2816
Lanao del Sur,Lumba-Bayabao Maguing,Councilor,"Dagalangit, Russel Lamping",Ruseel,Nationalista Party,2893
Lanao del Sur,Lumbatan,Mayor,"Razuman, Mamintal Grande",Mami,Lakas-Kampi,4358
Lanao del Sur,Lumbatan,Vice-Mayor,"Derico, Nassif Umpara",Fauji,Liberal Party,3054
Lanao del Sur,Lumbatan,Councilor,"Abdolmanan, Omair Dirico",Macapiya,Independent,1325
Lanao del Sur,Lumbatan,Councilor,"Tambilawan-Gafhor, Abdulrauf Tamay",Danny,Lakas-Kampi,1338
Lanao del Sur,Lumbatan,Councilor,"Limbona, Macabayao Mangigin",Bayao,Independent,1389
Lanao del Sur,Lumbatan,Councilor,"Undi, Jamel Dimasangkay",Amel,Independent,1513
Lanao del Sur,Lumbatan,Councilor,"Amintao, Macabaas Mapandi",Mike,Independent,1518
Lanao del Sur,Lumbatan,Councilor,"Mua, Mohidin C-Lao",Momoy,Lakas-Kampi,1662
Lanao del Sur,Lumbatan,Councilor,"Urandig, Saidamen Macapanton",Saidi,Lakas-Kampi,1785
Lanao del Sur,Lumbatan,Councilor,"Mipangcat, Pao Arumpac",Pao,Independent,1837
Lanao del Sur,Lumbayanague,Mayor,"Asum, Jamal Langlang",Bao,Lakas-Kampi,3412
Lanao del Sur,Lumbayanague,Vice-Mayor,"Gunting, Simpan Asum",Papao,Independent,2728
Lanao del Sur,Lumbayanague,Councilor,"Gunting, Mohaimen Launte",Nok-Nok,Lakas-Kampi,1707
Lanao del Sur,Lumbayanague,Councilor,"Batucapala, Bagro Poonadatu",Papao,Lakas-Kampi,1711
Lanao del Sur,Lumbayanague,Councilor,"Asum, HSolaiman Sayaga",Solai,Independent,1879
Lanao del Sur,Lumbayanague,Councilor,"Hadji Ali, Aminolah Sarip",Nola,Lakas-Kampi,1885
Lanao del Sur,Lumbayanague,Councilor,"Cali, Calil Paudac-Dimangadap","California,Jr.",Nationalista Party,2041
Lanao del Sur,Lumbayanague,Councilor,"Gunting, Sannyboy Mangompia",Boy,Independent,2187
Lanao del Sur,Lumbayanague,Councilor,"HYasser, Sadat Mariga",Dats,Independent,2620
Lanao del Sur,Lumbayanague,Councilor,"Ali, Gamal Pangandaman",Gambit,Liberal Party,2753
Lanao del Sur,Madamba,Mayor,"Mindalano, Dagoroan Amol",Anggo,Lakas-Kampi,5276
Lanao del Sur,Madamba,Vice-Mayor,"Amerbitor, Abdulhamid Umpa",Diodao,Lakas-Kampi,4863
Lanao del Sur,Madamba,Councilor,"Cabugatan, Camsary Dimasimpun",Camsa,Lakas-Kampi,3020
Lanao del Sur,Madamba,Councilor,"Punginagina, Ibra, Jr Omar",Barao,Lakas-Kampi,3083
Lanao del Sur,Madamba,Councilor,"Mindalano, Rasad Delabacun",Rashdy,Lakas-Kampi,3495
Lanao del Sur,Madamba,Councilor,"Naga, Alisucri Samporna",Sucri,Lakas-Kampi,3582
Lanao del Sur,Madamba,Councilor,"Ali, Jamal Aguam",Odin,Lakas-Kampi,3600
Lanao del Sur,Madamba,Councilor,"H Latip, H Yasser Macasilang",Yaser,Lakas-Kampi,3723
Lanao del Sur,Madamba,Councilor,"Mindalano, Yusoph Sumang",Polong,Lakas-Kampi,3769
Lanao del Sur,Madamba,Councilor,"Calombang, Isnia Ampaso",Alphania,Independent,3847
Lanao del Sur,Maguing,Mayor,"Abinal, Hakim Pangandamun",Kim,PDP LABAN,7831
Lanao del Sur,Maguing,Vice-Mayor,"Pangandag, Arco Pangampong",Zainal,PDP LABAN,7067
Lanao del Sur,Maguing,Councilor,"Comaradang, Jabber Malawi",Dia,Independent,4471
Lanao del Sur,Maguing,Councilor,"Dimnatang, Anwar Malawi",Ano,Independent,4701
Lanao del Sur,Maguing,Councilor,"Magrara, Hazim Hadjiali",Gascon,Independent,4743
Lanao del Sur,Maguing,Councilor,"Abinal, Pepe Pangandamun",,Independent,4751
Lanao del Sur,Maguing,Councilor,"Matanog, Saimbo Landua",Saimbo,Independent,4932
Lanao del Sur,Maguing,Councilor,"Matanog, Alaniah Bonsalagan",Asheelya,Lakas-Kampi,5447
Lanao del Sur,Maguing,Councilor,"Macausor, Noroden Potawan",Dondon,Independent,5812
Lanao del Sur,Maguing,Councilor,"Molok, Saidamen Mipukur",Yasin,Lakas-Kampi,6305
Lanao del Sur,Malabang,Mayor,"Balindong, Omensalam Sarip",Omen,Lakas-Kampi,12643
Lanao del Sur,Malabang,Vice-Mayor,"Balindong, Berua Anwar Macaorao",Alpha,Lakas-Kampi,12574
Lanao del Sur,Malabang,Councilor,"Malawani, Mohamad Alhussien C Boloto",Cocoy,Lakas-Kampi,6150
Lanao del Sur,Malabang,Councilor,"Dimaporo, Aramilyn Aguam",Mimie,Lakas-Kampi,6379
Lanao del Sur,Malabang,Councilor,"Balindong, Sacap Damiano",Binjamal,Lakas-Kampi,6582
