province,city_or_municipality,position,name,nikname,votes_obtained
Fourth District,Pateros City,Councilor-1st District,"Capco, Lauro Sanchez",Larry,4808
Eastern Samar,Salcedo,Mayor,"Gagante, Melchor Quirante",-,4808
Pangasinan,Mapandan,Councilor,"Seismundo, Donald Beltran",Donald,4810
Quirino,Cabarroguis,Councilor,"Pastor, Alifio Natividad",Alip,4810
Quezon,Calauag,Councilor,"Acuna, Rico Alcuaz",Rico,4810
Leyte,Ormoc City,Councilor,"Asis, Margarito Alberca",Gigi,4810
Surigao del Norte,San Francisco Anao-aon,Councilor,"Senaca, Emeliano Tandayag",Emel,4810
Occidental Mindoro,Abra De Ilog,Councilor,"Belen, Reynaldo Tano",Inod,4811
North Cotabato,Aleosan,Councilor,"Ungkay, Norodin Ampatuan",Rudy,4812
Cebu,Santander,Councilor,"Estano, Jesusa Juguilon",Susa,4813
Negros Oriental,Vallehermoso,Councilor,"Villegas, Jeffrey Bacaoco",Jeff,4814
Dinagat Island,Basilisa Rizal,Councilor,"Baltar, Eugene Van Trinidad",Jing,4814
Surigao del Sur,Lingig,Councilor,"Deloso, Modesto Sr. Baclayo",Mods,4815
Zamboanga del Sur,Pitogo,Vice- Mayor,"Martinez, Angelito II Loquias",Dodong,4816
Pangasinan,Basista,Vice-Mayor,"Perez, Jesus De Guzman",Jess,4818
Agusan del Sur,Carmen,Mayor,"Calo, Ramon Mendezona",Monching,4818
Isabela,Reina Mercedes,Councilor,"Gollayan , Rhea Simon",Rhea,4819
Northern Samar,Gamay,Councilor,"Longcop, Stephen Aboy",Tepen,4819
Basilan,Maluso,Vice-Mayor,"Muksan, Hji Hamid Gampal",Falcon,4820
Iloilo,Anilao,Councilor,"Dian, Guillermo Arano",Molong,4820
Fourth District,Pateros City,Councilor-1st District,"Flores, Jaime Reyes",Jimmy,4821
Leyte,Merida,Councilor,"Ignacio, Mario Donayre",Mario,4821
Agusan del Norte,Esperanza,Councilor,"Resare, Igmedio Toribio",Igme,4821
Ilocos Norte,Vintar,Councilor,"Racimo, Amado Victor Jr. Ramos",Vic,4822
Bohol,Batuan,Councilor,"Jumawid, Antonino Morala",Dodo,4822
Pangasinan,Sual,Councilor,"Escobedo, Bernardo B.",Cocoy,4823
Cagayan,Amulung,Councilor,"Quilang, Fe Bucatan",Fe,4824
Laguna,Luisiana,Mayor,"Rondilla, Manuel Rodriguez",Maning,4824
Lanao del Sur,Balabagan,Vice-Mayor,"Sampiano, Quirino Ragodotan",Moda,4825
Negros Oriental,Bais City,Councilor,"Bulabon, Ronie Aurellano",Ron,4826
Lanao del Norte,Baroy,Councilor,"Serino, Jene Joseph Saceda",Jojo,4826
Nueva Vizcaya,Kasibu,Councilor,"Hufalar, Romulo Sr. Asuncion",Boy,4827
Davao Oriental,Cateel,Councilor,"Valenzuela, Lerma Manog",Lerma,4827
North Cotabato,Antipas,Councilor,"Sarmiento, Jimmy Delfin",Toto Jimmy,4827
Ilocos Sur,Santa,Councilor,"Sabalburo, Arthur Batad",Arthur,4829
Bulacan,Dona Remedios Trinidad,Mayor,"Paulino, Evelyn Mejarito",Evelyn,4829
Eastern Samar,Taft,Mayor,"Adalim, Francisco Caspe",Atsio,4829
Romblon,Looc,Vice-Mayor,"Marcelo, Jacinto Sr Garcia",Entong,4831
Romblon,Magdiwang,Vice-Mayor,"Marcelo, Jacinto Sr. Garcia",Entong,4831
North Cotabato,Antipas,Councilor,"Carugda, Edgar Pelobello",Egah,4832
Negros Oriental,Jimalalud,Councilor,"Sarabia, Guerrilleto Balasabas",Giling,4833
Oriental Mindoro,Bulalacao San Pedro ,Councilor,"Salas, Guillermo Jr. Gonzales",Totoy,4834
Samar (Western Samar),Calbiga,Vice-Mayor,"Rodriguez, Rosemarie Cabrigas",Rose,4834
Aklan,Malinao,Councilor,"Yabut, Zacarias Magdael",Cari,4835
Negros Oriental,Dauin,Councilor,"Tubog, Dario Tuse",Dar,4836
Ilocos Norte,Solsona,Councilor,"Ganotisi, Francis Gerald De Lara",Gerald,4837
Biliran,Kawayan,Councilor,"Tillada, Pascuala Dela Rosa",Payling,4837
Fourth District,Pateros City,Councilor-2nd District,"Mangoba, Allan Dennis Cagalingan",Alden,4838
Palawan,Aborlan,Mayor,"Adier, Celsa Bediores",Daycel,4838
Isabela,Delfin Albano Magsaysay,Councilor,"Canero, Bernabe Mexia",Ilyong,4838
Bohol,Alburquerque,Councilor,"Tibon, Benigno Jr. Booc",Benjie,4838
Bohol,Bilar,Councilor,"Vidal, Henry Bomediano",Sir Vidal,4838
Bohol,Danao,Councilor,"Vitor, Adolfo Bautista",Ondo,4838
North Cotabato,Libungan,Councilor,"Panadiwan, Imansad Sampatan",Eman,4838
Pangasinan,Natividad,Councilor,"Malla,  Adela Madriaga",Adel,4839
Iloilo,Lambunao,Councilor,"Sumagpao, Carlos  Pacardo",Katong,4839
Occidental Mindoro,Mamburao,Councilor,"Alastre, Alberto De Luna",Bito,4840
Tawi-tawi,South Ubian,Mayor,"Omar, Salma Alik",Sal,4841
Quezon,Unisan,Councilor,"Villegas, Noly Rodriguez",Noli,4842
Cebu,Tabogon,Councilor,"Neis, Benjamin Remulta",Ben,4842
Catanduanes,Caramoran,Councilor,"Fernanadez, Fidela Borbe",Ede,4843
Zamboanga del Sur,Pitogo,Councilor,"Din, Jerry Baang",Jerry,4843
Marinduque,Torrijos,Mayor,"Briones, Gil Reginio",Borex,4844
Aklan,Banga,Councilor,"Seraspi, Vicente Jr. Rodrigo",Tibo,4844
Southern Leyte,Macrohon,Councilor,"Madrona, Wilfredo Ligtas",Loloy,4844
Bohol,Garcia Hernandez,Councilor,"Acabo, Remedios Ranario",Medette,4846
Zamboanga del Norte,Godod,Councilor,"Labad, Samuel Abarquez",Lolong,4848
Cagayan,Pamplona,Councilor,"Birion, Elpidio Pascual",Idio,4850
,Candelaria,Councilor,"Hermoso, Gilbert Austria",Bert,4850
Iloilo,Lambunao,Councilor,"Lapasaran, Agustin Sr. Caspe",Usting,4851
Ifugao,Alfonso Lista Potia,Councilor,"Taganas, William Concepcion",Willy,4852
Sorsogon,Matnog,Councilor,"Garalde, Evelyn So",Belen,4852
Bohol,Alburquerque,Councilor,"Anabieza, Jourdel Mario Ponce",Mario,4852
Eastern Samar,Salcedo,Councilor,"Duran, Maricris Lactawan",-,4852
Batangas,Cuenca,Vice-Mayor,"Cuevas, Lucina Magpantay",Luchie,4853
Zamboanga Sibugay,Naga,Councilor,"Bernales, Selvino Jr. Talosig",Jun,4855
Negros Oriental,Bais City,Councilor,"Cayetano, Jellenito Mahil",Jelly,4856
Pangasinan,Agno,Councilor,"Necesito, Reynaldo Aquino",Narding,4856
Occidental Mindoro,Abra De Ilog,Vice-Mayor,"Castillo, Floro Agoncillo",Purong,4857
Sorsogon,Donsol,Councilor,"Merciales, Antonio Ricafort",Manok,4857
Surigao del Norte,Mainit,Councilor,"Mante, Josefina Juanite",Fina,4857
Romblon,Romblon,Councilor,"Mateo, Mariano Mallorca",Anoy,4858
Bohol,Dauis,Councilor,"Galleza, Eugenio Tadena",Eunie,4858
Siquijor,Maria,Councilor,"Daug, Diosdado Calog",-,4858
Bohol,Candijay,Councilor,"Castrodes, Peregrino Olaer",Peregrin,4859
Surigao del Sur,Cagwait,Mayor,"Ondona, Bonifacio Garcia",Boni,4859
Agusan del Norte,Loreto,Vice-Mayor,"Legaspi, George Sistona",Joy,4860
Lanao del Sur,Saguiaran,Mayor,"Macabago, Rasmia Bandrang",Noni,4861
Sulu,Maimbung,Councilor,"Idjik, Abdulmobin Adjarani",Ubih,4861
Cebu,Boljoon,Mayor,"Derama, Deogenes Romero",Wargong,4861
Marinduque,Gasan,Councilor,"Del Mundo, Patrick Tan",Pat,4863
Occidental Mindoro,Mamburao,Councilor,"Recaido, Dulce Mulingbayan",Dulce,4864
,Castillejos,Councilor,"Avera, Voltaire Deonero",Voltaire,4864
Masbate,Pio V. Corpuz Limbuhan,Councilor,"Lepasana, Leonila Francisco",Ning,4864
Masbate,Dimasalang,Councilor,"Naga, Michael Demph Du",Mac-Mac,4866
Antique,Barbaza,Councilor,"Magtulis, Isidro Alabado",Noysid,4866
Zamboanga Sibugay,Olutanga,Vice- Mayor,"Contridas, Juan Alcantara",Dodo,4867
Sulu,Tongkil,Councilor,"Amil, Sajid Adbulla",Sadj,4868
Bohol,San Miguel,Councilor,"Boncales, Lorenzo Auxillo",Ensoy,4868
Zamboanga del Norte,Godod,Councilor,"Buhale, Roberto Alitao",Berting,4868
Southern Leyte,Liloan,Councilor,"Cuares, Rodolfo Cadiz",Boy,4871
Romblon,San Agustin,Councilor,"Manga, Lupo Maquinto",Upong,4873
Quezon,Padre Burgos,Mayor,"Villena, Dominador Jr.  Tan",Ding,4873
Agusan del Norte,Santa Josefa,Vice-Mayor,"Pugahan, Pedro Jr. Rojas",Dots,4873
Leyte,Leyte,Councilor,"Batang, Cristina Granados",Estin,4874
Sorsogon,Matnog,Councilor,"So, Gino Francis Gacis",Gino,4876
Aklan,Malay,Councilor,"Villanueva, Charlie Delos Santos",Nonoy Ago,4876
Zamboanga del Norte,Sirawai,Councilor,"Akib, Jerand Alvarez",Je,4876
Ilocos Norte,Solsona,Councilor,"Sacro, Bob Gorospe",Bobby,4877
Quezon,San Francisco Aurora,Councilor,"Rivera, Wilfredo Gabriel",Wily,4877
Pangasinan,Natividad,Councilor,"Marquez, Rommel Rafael",Mel,4879
Negros Oriental,Tayasan,Councilor,"Luzuriaga, Jonathan Angel",Jo,4880
North Cotabato,Antipas,Councilor,"Cadungon, Ramon Doloroso",Toto,4881
,San Marcelino,Councilor,"Mauricio, Arsenio Jr. Agapin",Jun,4882
Lanao del Sur,Buadiposo-Buntong,Councilor,"Riga, Kiram Diampuan",Kim,4883
Sulu,Tapul,Councilor,"Alih, Rayan Rindiong",Ryan,4883
Masbate,Masbate City,Councilor,"Dela Pena, Henry Orcales",Dick,4883
Sorsogon,Castilla,Councilor,"Lorenzano, Herminia Madrideo",Minia,4883
Catanduanes,Virac,Councilor,"Eusebio, Marilyn Sabeniano",Malyn,4887
Antique,Hamtic,Councilor,"Seguera, Noel Diaz",Toto,4888
Leyte,Mayorga,Mayor,"Adolfo, Valente Ong",Eboy,4888
Southern Leyte,San Francisco,Councilor,"Comajig, Alrico Montealto",Rico,4888
Sultan Kudarat,Bagumbayan,Councilor,"Insular, Glenn Busayong",Nonoy,4888
Agusan del Norte,San Luis,Councilor,"Minglana, Jinny Manlapaz",Jin,4888
Abra,Bucay,Councilor,"Bernardez, Rudolfo III Alzate",Ruy,4889
Southern Leyte,Macrohon,Councilor,"Kadava, Eugenio Magallanes",Yoying,4889
Sarangani,Maasim,Councilor,"Banzon, Thelma Paquingan",Thel,4889
Mountain Province,Bauko,Councilor,"Badecao, Bartolome Baungot",Bbb,4890
Isabela,Echague,Councilor,"Crisologo, Marval Santos",Malvar,4890
Isabela,San Guillermo,Mayor,"Guyud, Edgar Nilo",Edgar,4890
Pangasinan,Mabini,Councilor,"Cobangbang, Raul De Guzman",Raul,4892
Masbate,Dimasalang,Councilor,"Albao, Gonzalo Sr. Zafra",Aloy,4893
Agusan del Sur,Las Nieves,Councilor,"Biong, Manuel Napuli",Mawi,4893
Palawan,Aborlan,Councilor,"Zumarraga, Marissa Urmenita",Maris,4894
Sorsogon,Castilla,Councilor,"Marantal, Bienvenido Monteon",Bien,4894
Bohol,Maribojoc,Councilor,"Reselosa, Leoncio Escabarte",Boy,4894
Eastern Samar,Salcedo,Councilor,"Sumayod, Carmelita Sumook",-,4894
Leyte,Leyte,Councilor,"Salvacion, Andres Nautilus Palaginog",Boyen,4894
Kalinga,Pinukpuk,Vice-Mayor,"Cabannag, Salvador Duga",Badol,4896
South Cotabato,Tantangan,Councilor,"Cueva, Edwin Plena",Nono,4896
Agusan del Norte,Rosario,Councilor,"Plaza, Frank Otacan",Tata,4896
Lanao del Sur,Maguing,Councilor,"Hadji, Malik Mohd Faiz Mocsir",Abe,4897
Cagayan,Amulung,Councilor,"Pena, Ambrocio Ventura",Ambros,4897
Quezon,Agdangan,Mayor,"Rivera, Ma Remedios Uri",Medy,4897
Iloilo,New Lucena,Councilor,"Acuero, Henry Betigon",Rey,4897
Eastern Samar,San Policarpo,Councilor,"Nicart, Thelma Uy",Manang,4897
Agusan del Norte,San Luis,Councilor,"Goloran, Edgardo Plaza",Edgar,4897
Quezon,Real,Councilor,"Peras, Wilfredo Jay Ruidera",Jay,4900
Zamboanga Sibugay,Siay,Councilor,"Acosta, Julius Jr. Mandi",Jun-Jun,4900
Agusan del Norte,Santa Josefa,Councilor,"Go, Emmanuel Ponce",Emy,4901
Lanao del Sur,Saguiaran,Councilor,"Sultan, Alex Tanggo",Bario,4902
Northern Samar,Bobon,Councilor,"Gepollo, Ma Apra Estiller",Apple,4902
Iloilo,Badiangan,Councilor,"Nobleza, Edward Porras",Ed,4903
Bohol,Cortes,Councilor,"Rebusa, Milan Garrote",Boy Milan,4903
Agusan del Norte,Bunawan,Councilor,"Jainar, Jannes Viajar",Poks,4903
,San Antonio,Councilor,"Garcia, Odon Arlantico",Odse,4904
Iloilo,Igbaras,Councilor,"Espina, Panfilo Esquera",Doc Pilo,4904
Ilocos Sur,Bantay,Councilor,"Garcia, Aida Bundoc",Aida,4905
Eastern Samar,Sulat,Councilor,"Clarito, Nelencia Rosaroso",Nolly,4905
Sultan Kudarat,Kalamansig,Councilor,"Buenaflor, Carlito Tan",Bibing,4905
Cagayan,Iguig,Councilor,"Banatao, Gilberto Sedano",Gil,4906
Bataan,Morong,Councilor,"Bascon, Bartolome Bersabe",Barr,4906
Pangasinan,Urbiztondo,Councilor,"Vedana, Marc Salvador Bacolod",Marc,4907
Aurora,Maria Aurora,Councilor,"Palogan, Marichu Bitong",Ichu,4907
Batangas,Taysan,Councilor,"Acob, Cesar Perez",Cpa,4907
Quezon,Macalelon,Councilor,"Vizarra, Prudencio Roja",Dencio,4908
Masbate,Milagros,Vice-Mayor,"De Jesus, Antonino Mariano",Ninoy,4908
Surigao del Norte,Tagana-an,Councilor,"Dumanacal, Romeo Regalado",Romeo,4908
Oriental Mindoro,Socorro,Councilor,"Cruzado, Rodel Rioflorido",Sir Rodel,4909
,San Antonio,Councilor,"Fabros, Nilfredo Quinsay",Boyet,4909
Cebu,Tabuelan,Councilor,"Arellano, Ramon Balingcasag",Inday Meme,4909
North Cotabato,Antipas,Councilor,"Cadungon, Ronnie Padura",Tito,4909
Zamboanga Sibugay,Tungawan,Vice- Mayor,"Abison, Abduraup Abunawas",Laup,4910
Sulu,Pata,Vice- Mayor,"Jahi, Tutuh Abbas",Tuts,4911
Bohol,Danao,Councilor,"Vitor, Pedro I Lofranco",Dodong,4912
Benguet,Baguias,Councilor,"Wayan, Samson Baucas",Wayam,4913
Pangasinan,Bautista,Councilor,"Carbonell, Manuel Jr. Alipio",Jojo,4913
Batangas,Lobo,Councilor,"Catada, Marvonyll Panganiban",Marnell,4913
Masbate,Masbate City,Councilor,"Montenegro, Meynardo Gomez",Meny,4913
Aklan,Nabas,Vice-Mayor,"Solanoy, James Villanueva",James,4913
Iloilo,Iloilo City,Vice-Mayor,"Balasico, Jeanne Escoliada",Jiji,4913
Eastern Samar,Sulat,Councilor,"Lobedario, Vilma Osit",Vi,4913
Surigao del Norte,Mainit,Councilor,"Carduza, Raul Taruc",Raul,4913
Nueva Ecija,Talugtug,Councilor,"Ulzano, Maximo Tabian",Simos,4914
Masbate,Masbate City,Councilor,"Ballesteros, Jose Argote",Ote,4914
Cebu,Carmen,Councilor,"Pacinio, Herminigilda Gilbuena",Erming,4914
Surigao del Norte,Mainit,Councilor,"Mosote, Arturo Mosende",Turo,4914
Sorsogon,Donsol,Councilor,"Magdaraog, Ursula Avisado",Sulay,4915
Occidental Mindoro,Lubang,Vice-Mayor,"Tesalona, Alfredo Tividad",Freddie,4916
Camarines Sur,Milaor,Councilor,"Gases, Agripino Jr. Doblon",Jun,4917
Leyte,Matag-ob,Councilor,"Parac, Teofilo Sr. Gellarde",Pilo,4917
Misamis Ocidental,Lopez Jaena,Councilor,"Canda, Benjamin Arano",Ben,4917
Ilocos Norte,Banna Espirito,Councilor,"Yoro, Gregson Esquivel",Greg,4918
Camarines Sur,Milaor,Councilor,"Pado, Nelia Bico",Nel,4919
Masbate,Cataingan,Councilor,"Lim, Charles Jr. Rejuso",Carling,4919
Bohol,Sierra Bullones,Councilor,"Castro, Dionisio Galos",Jacos,4919
Bataan,Bagac,Vice-Mayor,"Teopengco, Romeo Tanjuan",Onio,4920
Leyte,Baybay City,Councilor,"Caalim, Eduardo Redubla",Eddie,4920
Sorsogon,Gubat,Councilor,"Carrascal, Melchor Gito",Sir Langka,4921
Aklan,Malinao,Councilor,"Iscala, Junito Isuga",Jun,4923
Isabela,Cordon,Councilor,"Villador, Ayson Jacinto",Bobot,4924
Samar (Western Samar),Santa Margarita,Mayor,"Serrano, Alfredo Jr. Bisnar",Fred,4924
South Cotabato,Santo Nino,Councilor,"Villalobos, Sulpicio Flores",Solly,4924
Masbate,Baleno,Councilor,"Joson, Shiela Candidato",Win Elay,4925
Iloilo,Banate,Councilor,"Ballener, Gabriel Vargas",Moore,4925
Quezon,General Luna,Councilor,"Batariano, Rolando Penarubia",Rolly,4926
Negros Oriental,Bacong,Councilor,"Tinguha, Elvis Tabangan",Bing,4927
Pangasinan,Burgos,Councilor,"Jimenez, Addie Velonza",Addie,4927
Lanao del Norte,Kolambagun,Councilor,"Torres, Arthur Ramos",Pugak,4927
Oriental Mindoro,Bulalacao San Pedro ,Councilor,"Abuel, Gideon Babista",Gids,4928
Bohol,Garcia Hernandez,Councilor,"Gallentes, Tita Baja",Tita,4928
Eastern Samar,Llorente,Vice-Mayor,"Codoy, Tito Jr. Balois",Dindo,4928
Bukidnon,Damulog,Councilor,"Tero, Tomas Jr. Gogo",Tatam,4929
Apayao,Luna,Mayor,"Verzola, Bienvenido Jr. Guzman",Tron,4930
Agusan del Sur,Kitcharao,Councilor,"Agan, Ricardo Montederamos",Cardo,4930
Romblon,Cajidiocan,Councilor,"Langit, Jimmy Medrano",Jim,4931
Pangasinan,Infanta,Councilor,"Millora, Efren Joe Ii Pulido",Joe,4931
Cebu,Alcantara,Councilor,"Odever, Asterio Ricafranca",Terio,4931
Camiguin,Mahinog,Mayor,"Jajalla, Alex Rullon",Victory,4931
Lanao del Norte,Kolambagun,Councilor,"Abecia, Jessie Basmayor",Jess,4931
Surigao del Norte,Mainit,Councilor,"Rivas, Clarito Timcang",Lito,4931
,San Marcelino,Councilor,"Corpus, Joel Ladringan",Karang,4933
Masbate,Dimasalang,Councilor,"Roluna, Ronie Sr. Lerin",Rr,4933
Biliran,Cabucgayan,Councilor,"Padar, Rosila Lagaras",Sila,4933
Surigao del Norte,Del Carmen,Councilor,"Ongoy, Remenildo Tonera",Reme,4933
Pangasinan,Burgos,Mayor,"Doctor, Domingo Jr. Aladin",Doming,4935
Bohol,Cortes,Councilor,"Uy, Milagros Garrote",Mila,4935
Northern Samar,Gamay,Councilor,"Albino, Belarmino Pecayo",Belar,4936
Zamboanga Sibugay,Siay,Councilor,"Gonzales, Fe Funa",Fe,4936
Misamis Oriental,Alubijid,Councilor,"Labis, Whirly Abriol",Dodong,4936
Agusan del Sur,Magallanes ,Councilor,"Bacoy, Shielah Rodas",Ilang,4936
Zamboanga del Norte,Godod,Councilor,"Mangan, Helen Bansagon",Len,4937
Misamis Ocidental,Lopez Jaena,Councilor,"Balangao, Roberto Poliran",Boy,4937
Zamboanga del Norte,Bacungan Leon T. Pustigo,Councilor,"Jaug, Cypress Baco",Bobong,4938
Zamboanga del Norte,Tampilisan,Councilor,"Vidal, Alexander Calumba",Alex,4938
Capiz,Sapi-an,Councilor,"Orillos, Julius Javillo",Juls,4939
Negros Oriental,Basay,Councilor,"Abrio, Dandilgust Manilag",Dandil,4940
Oriental Mindoro,Bansud,Councilor,"Evangelista, Nemesio Calderon",Nemie,4940
Aklan,Makato,Councilor,"Legaspi, Bobby Clyde Maravilla",Bob,4940
Occidental Mindoro,Mamburao,Councilor,"Abeleda, Damaso II De Guzman",Damsy,4941
Northern Samar,Lavezares,Councilor,"Martires, Manuel Tan",Awe,4941
Negros Oriental,Dauin,Councilor,"Tubio, Wessel Alar",Wessel,4942
Eastern Samar,Llorente,Councilor,"Alzate, Joselito Go",Lito,4942
Sulu,Pata,Mayor,"Burahan, Nurmina Camlian",Minang,4943
Nueva Ecija,Pantabangan,Vice-Mayor,"Uera, Rossman Carrys Escubio",Carrys,4943
Sarangani,Malapatan,Councilor,"Abdon, Romeo Cabalo",Lasad,4943
South Cotabato,Tantangan,Councilor,"Peralta, David Millan",Aspog,4943
Masbate,Baleno,Councilor,"Asutilla, Bernadette Epino",Adet,4944
Zamboanga del Norte,Jose Dalman Ponot,Councilor,"Dalam, Edwin Aceron",Tata-Erwin,4944
Pangasinan,Manaoag,Councilor,"Serquina, Jack Itliong",Jack,4945
Cebu,Alcantara,Councilor,"Barino, Joe Marie Villanueva",Jojo,4945
Surigao del Sur,Tago,Councilor,"Ebuna, Roberto Bola-Bola",Berting,4946
Palawan,Quezon,Mayor,"Caputilla, Ronilo Boholst",Genel,4947
Isabela,Burgos,Councilor,"Agustin, Pedro Medina",Boy,4947
Leyte,Ormoc City,Councilor,"Babiano, Samuel Jr. Bacierra",Sammy,4947
Capiz,Sapi-an,Councilor,"Cordero, Samson Ga",Padre,4948
North Cotabato,Arakan,Councilor,"Paron, Gory Casiple",Go,4948
Sultan Kudarat,Palimbang,Councilor,"Timan, Bali Abdul",Datu Beg,4948
Aklan,Malay,Councilor,"Prado, Cristina Cahilig",Esting,4949
Sulu,Maimbung,Councilor,"Abdurajak, Abdulnaser Dumatol",Lannang,4950
Agusan del Sur,Kitcharao,Mayor,"Montante, Aristotle Edranan",Oloy,4950
Benguet,Mankayan,Councilor,"Wagian, Alejandro Natantan",Mango,4951
Nueva Vizcaya,Diadi,Mayor,"Padilla, Marvic Sicat",Marvic,4951
Aklan,Malinao,Councilor,"Iquina, Richard Iledan",Chad,4951
Zamboanga Sibugay,Buug,Councilor,"Ocampos, Balmes Jr. Alforque",Bal,4952
Iloilo,San Dionisio,Councilor,"Sales, Frince Mama-Ay",Pal,4953
Zamboanga Sibugay,Naga,Councilor,"Abdurahim, Mustafa Lucman",Tapang,4953
Cagayan,Ballesteros,Councilor,"Acosta, Catalino Bacao",Taring,4954
Isabela,Gamu,Councilor,"Uy, Nestor Malasig",Nes,4956
Bohol,Pres. Carlos P. Garcia Pito,Councilor,"Abing , Armelita Leysis",Amay,4956
Pangasinan,Natividad,Vice-Mayor,"Noveda , Manuelito Mendoza",Lito,4957
Bataan,Morong,Councilor,"Batol, Efren Linao",Joots,4957
Zamboanga del Norte,Pinan New Pinan,Councilor,"Sorronda, Saturnino Pait",Dingdong,4957
Bukidnon,Cabngsalan,Councilor,"Salahag, Odoy Salihay",Doy,4957
Zamboanga Sibugay,Buug,Councilor,"Babaran, Walfredo Ferrer",Ben,4958
Bohol,Pres. Carlos P. Garcia Pito,Councilor,"Baculpo, Narciso Aumentado",Yoyong,4960
Aurora,Dipaculao,Vice-Mayor,"Amansec, Narciso Dela Cruz",Nar,4961
Biliran,Biliran,Councilor,"Gayrama, Edwin Gervacio",Drax,4962
Negros Oriental,La Libertad,Mayor,"Ruiz, Nelson Siglos",Nelson,4963
Benguet,Baguias,Councilor,"Baucas, Dione Egsan",Jonie,4963
Ilocos Norte,Piddig,Councilor,"Mandac, Philip Salazar",Philip Salazar,4963
Iloilo,Tubungan,Councilor,"Escobanez, Danilo Ellama",Danny,4963
Cagayan,Piat,Councilor,"Saddul, Arturo Malana",Arthur,4964
Zamboanga Sibugay,Mabuhay,Councilor,"Jana, Alsad Ulla",Sad,4964
Batangas,San Nicolas,Vice-Mayor,"Enriquez, William Barrion",,4966
Bohol,Sierra Bullones,Councilor,"Jabay, Nador Espina",Dor,4967
Occidental Mindoro,Lubang,Mayor,"Sanchez, Juan Malabanan",Johnny,4968
Aklan,Malay,Councilor,"Aguirre, Rowen Tajaran",Nonoy Rowen,4968
Lanao del Sur,Maguing,Councilor,"Molok, Saidamen Mipukur",Yasin,4969
Antique,Barbaza,Councilor,"Cruz, Rodel Mendoza",Bong Rodel,4969
Iloilo,Banate,Councilor,"Estorque, Erlinda Biso",Lelit,4969
North Cotabato,Banisilan,Councilor,"Gumban, Joel Aguirre",Boying,4969
Ilocos Norte,Dingras,Councilor,"Verzosa, Rowena Celerina Parado",Wena,4970
Pangasinan,Laoac,Councilor,"Lacambra, Primo Pablo",Calvo,4970
Bohol,Dimiao,Councilor,"Saluta, Lucio Jr. Aclon",Junior,4970
Sultan Kudarat,Bagumbayan,Councilor,"Forro, Jerald Nieva",JP,4970
Negros Oriental,Vallehermoso,Councilor,"Beye, Ronald Villegas",Ron,4971
Zamboanga del Sur,Kumalarang,Councilor,"Dacula, Desma Mangegen",Toh,4971
Negros Oriental,Jimalalud,Councilor,"Grapa, Jesus Jr. Flores",Junior,4972
Aklan,Banga,Councilor,"Rata, Josel Manzanares",Sel,4972
Batangas,Alitagtag,Councilor,"Magundayao, Eusebio Marasigan",Ben,4973
Cagayan,Sanchez - Mira,Councilor,"Galano, Agnes Cac",Agie,4974
Pampanga,Santa Rita,Councilor,"Santos, Orlando Carlos",Orling,4975
Guimaras,San Lorenzo,Vice-Mayor,"Galfo, Romulo Aguilar",Moling,4975
Palawan,El Nido Bacuit,Councilor,"Vidal, Julieta Tenorio",Juliet,4977
Camarines Sur,Goa,Councilor,"Din, Bienvenido Pinto",Bidoy,4977
Camarines Sur,Iriga City,Councilor,"Din, Bienvenido Pinto",Bidoy,4977
Bukidnon,Kalilangan,Vice-Mayor,"Gamboa, Raymon Charl Orejudos",Mon,4977
Agusan del Norte,Rosario,Councilor,"Marasigan , Estaquio Salera",Ding,4977
Lanao del Sur,Ditsaan-Ramain,Councilor,"Salic, Nashibah Bubong, Gulam, Mao, Angad",Iba,4978
Surigao del Norte,Pilar,Councilor,"Solloso, Veronico Galela",Vic Vic,4978
Basilan,Akbar,Vice-Mayor,"Dangoy, Leonardo Daodaoen",Boy,4979
Sulu,Tapul,Councilor,"Daud, Haraji Adi",Harad,4979
Ilocos Sur,Sinait,Councilor,"Zapata, Jose Bayuga",Pepito,4979
Nueva Vizcaya,Bayombong,Councilor,"Dulay, Carlos Jr. Kadil",Caloy,4979
Zamboanga Sibugay,Siay,Councilor,"Bayawa, Carlito Pagarigan",Bong,4980
Pangasinan,Basista,Councilor,"Cabrera, Mary Ann Ferrer",Mary Ann,4981
Compostela Valley,New Bataan,Councilor,"Calicdan, Armando Cabayao",Arman,4982
Oriental Mindoro,Pola,Councilor,"Soriano, Ma Corazon Balitaan",Cora,4983
Bohol,Dauis,Councilor,"Ucab , Jaime Adlao",Mie,4983
Romblon,Looc,Councilor,"Panes, Ernesto Pedroso",Dok,4984
Romblon,Magdiwang,Councilor,"Panes, Ernesto Pedroso",Dok,4984
Laguna,Alaminos,Councilor,"Saspa, Roger Ramos",Roger,4984
Bohol,Sagbayan Borja,Councilor,"Amores, Roque Castillo",Kiking,4984
Bohol,Danao,Councilor,"Ombrosa, Rodelio Cenabre",Boy,4985
Bohol,Sagbayan Borja,Vice-Mayor,"Narona, Valerie Anne Torrefranca",Ewe,4985
Zamboanga del Norte,Sibutad,Councilor,"Tamparong, Reynaldo Redillas",Reytam,4985
Pangasinan,Agno,Councilor,"Paz, Rufino Miraflor",Rufy,4987
Pangasinan,Natividad,Councilor,"Remorin, Angelito Balmonte",Lito,4988
Isabela,Delfin Albano Magsaysay,Councilor,"Alaska , Rufidel Asuncion",Fidel,4988
